mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event	Great_Ape_mean_branch_length_nuc	Ape_mean_branch_length_nuc	Primates_mean_branch_length_nuc	Rodents_mean_branch_length_nuc	Euarchontoglires_mean_branch_length_nuc	Laurasiatheria_mean_branch_length_nuc	Great_Ape_media_branch_length_nuc	Ape_median_branch_length_nuc	Primates_median_branch_length_nuc	Rodents_median_branch_length_nuc	Euarchontoglires_median_branch_length_nuc	Laurasiatheria_median_branch_length_nuc
SIPA1L1	0.0199755593065574	0.0076577489	0.00851115598579235	0.0031731168	0.0210001779676099	0.00569496351663997	0.00231357892863499	0.005	0.0127774041694687	0.002075704	0.0007383629	0.0020217825	0.0296346984	0.0332855646	5409	5619	5619	5573	5600	1487	14	0.0117458622530699	0	0	0.00215205582857143	0.00225065672857143	0.0141250960552632	0.0303267642875	0.0203430429589744	0.0189584706763889	0.0014538153	0.0015105675	0.0020113604	0.0221219224	0.0073459084	0.0081020957
SIPA1L2	0.0263506330216216	0.0118946743	0.0146156773583784	0.0063423977	0.0333763599483681	0.00811359026369168	0.00442559468928637	0.0214869747100209	0.00985065141404512	0.0030293854	0.0006333985	0.0031674295	0.0367025214	0.0459740526	5160	5423	5423	5291	5259	3147	1	0.0184399778720266	0.000184399778720266	1	0.00296011832857143	0.0030355474	0.00766784043157895	0.044120098375	0.0246819863435897	0.0221496589539474	0.0019461909	0.0027257541	0.0021996707	0.0320313537	0.0123040796	0.0104107839
SIRT1	0.0152977656798883	0.0056858054	0.0145509156458101	0.0057746595	0.0188008130081301	0.0040650406504065	0.00152439024390244	0.00205128205128205	0	0.0006261833	2.5191e-06	0.0006261015	0.0302437189	0.0172818036	1668	1968	1968	1968	1950	488	10	0.0106707317073171	0	0	0.00163862825714286	0.00228770343333333	0.00534201176578947	0.0337739547590909	0.0154221504236842	0.0106828155542857	0.0006007338	0.0006009241	0.0012124103	0.0206490007	0.0058075682	0.0045091475
SIRT5	0.0255462306259259	0.0107586041	0.029574932384127	0.012876323	0.0379098360655738	0.00819672131147541	0.00717213114754098	0.0145739910313901	0.00584795321637427	0.0043112192	0.0021457147	0.0035270512	0.0512150306	0.0374840547	930	976	976	892	892	342	6	0.0204918032786885	0	0	0.00390678401428571	0.00413248045555556	0.01248691509	0.0427727925333333	0.025527866935	0.0216107438	0.0025608281	0.0032448377	0.0036599593	0.0310819454	0.0125687811	0.008942919
SKA1	0.0229352847798942	0.0078193667	0.034969603957672	0.0111414174	0.0280970625798212	0.00383141762452107	0.00255427841634738	0.00637958532695375	0.0102040816326531	0.0041471366	2.3502e-06	2.197e-06	0.0537679298	0.0794087892	756	783	783	630	627	98	18	0.0178799489144317	0	0	0.00152067888571429	0.00222339223333333	0.010194253105	0.0407252357833333	0.02171178087875	0.0167450054776316	0.001321311	0.0013212084	0.0026505505	0.0341164029	0.0084003701	0.0056322395
SKAP1	0.0224451427378531	0.0070591949	0.0308731738163842	0.011062715	0.0177339901477833	0.00788177339901478	0.00295566502463054	0.010689990281827	0.00578034682080925	0.0011013917	0.0030059287	0.0013892486	0.0237238329	0.0221970396	1008	1015	1015	1015	1029	173	17	0.00985221674876847	0	0	0.00248261782857143	0.00282078246666667	0.00567082279736842	0.0510258388416667	0.0245492273923077	0.0145439614397059	0.0011003301	0.001292338	0.001994693	0.0349255912	0.0077749226	0.0064848004
SKAP2	0.016554513332973	0.0056794808	0.0209069163772973	0.0094792321	0.0170511534603811	0.0110330992978937	0.00200601805416249	0.00491159135559921	0.00602409638554217	0.0009405407	2.7548e-06	0.0018871669	0.0368180045	0.010553496	1077	997	997	996	1018	166	7	0.0120361083249749	0	0	0.00253959547142857	0.00334145481111111	0.0076539527075	0.0299434474041667	0.0174062251115385	0.0133249437432432	0.0009811425	0.001490737	0.0019591333	0.0211082557	0.0058814085	0.005298722
SKIL	0.0216117441915344	0.0063604274	0.0197542901433862	0.0065642801	0.0188778185631883	0.00367068694284216	0.00367068694284216	0.00932642487046632	0.0115273775216138	0.0036072108	0.0015416325	0.0021850412	0.0426304986	0.0471885446	2049	1907	1907	2147	1930	1388	3	0.0115364446775039	0	0	0.00218960447142857	0.00257955972222222	0.0092071405	0.0340215694666667	0.019466834565	0.0172644355828947	0.0014672336	0.0014674145	0.0017182017	0.0291073487	0.0073453226	0.0051340405
SKIV2L2	0.0150139816441989	0.0048993945	0.0111580509281768	0.0020123294	0.0185064935064935	0.00292207792207792	0.0012987012987013	0.00713800135961931	0.0048886474741988	0.0010000897	0.0003344594	0.0003615528	0.0441426639	0.0168923477	3126	3080	3080	2942	2942	1841	5	0.0107142857142857	0	0	0.000875298771428571	0.00133590032222222	0.0047509815575	0.0275348020458333	0.01324596547375	0.0112013155333333	0.0003199614	0.0003541399	0.0013928504	0.0195257299	0.0051180863	0.0045813589
SLAIN1	0.0287467794415301	0.0065767185	0.0360162844650273	0.0039887153	0.0143646408839779	0.00441988950276243	0.00165745856353591	0.00778816199376947	0.00306278713629403	0.0058176773	0.0010391502	0.0030211293	0.0526279845	0.0454083937	1047	1810	1810	1907	1926	653	13	0.0104972375690608	0	0	0.00234815834285714	0.00231286638888889	0.00566442883	0.0391936619916667	0.0173609797974359	0.017197883825	0.0010360677	0.0021892342	0.0010326982	0.027454508	0.00608102	0.0066662787
SLAIN2	0.0224826615919075	0.0038976824	0.0344263018433526	0.0048868846	0.0183875530410184	0.00565770862800566	0.00424328147100424	0.00365497076023392	0	0.0011533257	0.0005719785	NA	0.0207897172	0.0536870823	1746	1414	1414	1901	1368	389	4	0.0148514851485149	0	0	0.00251573798	0.00265197614285714	0.00907435913421053	0.02606673806	0.0143267956878378	0.00811368036060606	0.0011507315	0.0022736577	0.0022215435	0.019201415	0.0040952848	0.0034457129
SLC10A2	0.0322298424671958	0.0139160007	0.0448652883428571	0.0217642283	0.0682656826568266	0.011070110701107	0.003690036900369	0.0136852394916911	0.00361663652802893	0.0028873011	0.0019166884	0.0007678988	0.0365407698	0.045769092	1044	542	542	542	1023	553	13	0.040590405904059	0	0	0.00444027552857143	0.00442916378888889	0.016710341825	0.0597243950041667	0.0341016267425	0.0273763682	0.0019192034	0.0019202002	0.0048131715	0.0343118952	0.0135116127	0.0129391663
SLC10A6	0.0339606386686487	0.0114960665	0.0479687186967568	0.018339018	0.0337394564198688	0.0112464854732896	0.0084348641049672	0.01669449081803	0.00568181818181818	0.0019456258	2.734e-06	0.008760936	0.0475643815	0.037625512	1128	1067	1067	1067	599	176	4	0.0206185567010309	0	0	0.00268665072	0.00490162915714286	0.0155308527894737	0.0578713158625	0.0333772525141026	0.0220139246837838	0.0017986832	0.0017848064	0.0035737109	0.0434745857	0.0131582034	0.0087550039
SLC10A7	0.0170743075281081	0.0073982802	0.0104331221767568	0.0041107909	0.0246913580246914	0.00881834215167548	0.00264550264550265	0.0105177993527508	0.00432900432900433	2.4849e-06	0.0106406003	NA	0.0319609698	0.0172822056	993	1134	1134	1004	1236	462	4	0.0132275132275132	0	0	0.00289401822	0.00337067491428571	0.00639859407894737	0.036183154575	0.0180810827602564	0.0142963136013514	0.0010089823	0.0010109381	0.0010135074	0.0220624569	0.0073459726	0.0067391657
SLC11A1	0.0298335382551351	0.011714424	0.0264009504291892	0.0113367974	0.0457404230989137	0.00857632933104631	0.00171526586620926	0.00798035604665439	0.00991080277502478	0.0022272448	0.0022229856	0.0054900196	0.0605775727	0.0487742564	1641	1749	1749	1570	1629	1009	2	0.028587764436821	0	0	0.00349804401428571	0.00443780455555556	0.0111016843975	0.0432014727833333	0.02683208524875	0.0212881743283784	0.0018332393	0.001835207	0.0044170259	0.0310042607	0.0098839325	0.0098288818
SLC12A1	0.018467462971123	0.0062839829	0.0151802236935829	0.0060597639	0.0287577823895642	0.00741179958493922	0.00355766380077083	0.0073943661971831	0.00468603561387067	0.0018754121	0.0007254135	0.0026517443	0.0250728508	0.0185952992	3213	3373	3373	2936	2840	1067	15	0.0166024310702639	0	0	0.00257357484285714	0.00299120252222222	0.00741646629	0.0341704968708333	0.0175113743384615	0.0124226132078947	0.0018616925	0.0021150106	0.0026000344	0.02526869	0.0078161501	0.0053700259
SLC12A4	0.0188318021136612	0.0070796587	0.00904624656502732	0.0035838095	0.0296127562642369	0.00541002277904328	0.00227790432801822	0.00578915295551493	0.00814663951120163	0.0013471136	0.000651349	0.0043251688	0.0345165414	0.0334212204	3141	3512	3512	3442	3282	1473	16	0.0182232346241458	0	0	0.00294215782857143	0.0033827647	0.0097801086475	0.028568472575	0.01732036641625	0.0148114252513889	0.0013164286	0.0015251078	0.0033531617	0.0235133227	0.0077274389	0.0058100693
SLC12A6	0.0147108058743316	0.0048046325	0.00536915901390374	0.0012028007	0.0207865168539326	0.00421348314606742	0.00196629213483146	0.00529925187032419	0.00562851782363977	0.0005832113	0.0005753742	0.0035259673	0.0302286909	0.0368264279	3450	3560	3560	3377	3208	1599	15	0.0112359550561798	0	0	0.0014562222	0.00191120893333333	0.0052057609875	0.02444978755	0.01265281302	0.0102022328364865	0.000580158	0.0005804592	0.0021887263	0.0163243723	0.004204735	0.0039033714
SLC13A1	0.0226866978661376	0.009037494	0.0310675924550265	0.0135531514	0.023121387283237	0.0120861797162375	0.00525486074619023	0.00477611940298507	0.00453001132502831	0.0039964887	0.0017049975	0.0022841507	0.0320675351	0.0899850463	1785	1903	1903	1847	1675	883	7	0.0115606936416185	0.000525486074619023	1	0.00384940334285714	0.00371355906666667	0.0111038082475	0.0400556921416667	0.02263759845875	0.0175090471302632	0.0016857388	0.0022503435	0.0039640442	0.0291383329	0.0104818696	0.0070627027
SLC13A3	0.024013046436612	0.0088525222	0.0292385101579235	0.0102928214	0.0277333333333333	0.0106666666666667	0.00373333333333333	0.0105610561056106	0.0101809954751131	0.0021053057	0.0011602021	0.0054512646	0.0422406869	0.0398588689	1698	1875	1875	1672	1515	884	20	0.0128	0	0	0.00345155575714286	0.00358939273333333	0.0096442014925	0.04626550056	0.0227160007078947	0.0225042318175676	0.0017734529	0.0017753409	0.0023981143	0.0277151525	0.0097715799	0.0075538749
SLC13A4	0.0198768426185185	0.0074038512	0.0269351119915344	0.0100888496	0.0199878861296184	0.00969109630526953	0.00423985463355542	0.00853138330286411	0.00669642857142857	0.0013498836	0.0021392121	0.0039204191	0.0429468637	0.0259893978	1878	1651	1651	1647	1641	896	7	0.0109024833434282	0.000605693519079346	1	0.00215321265714286	0.00212455927777778	0.0082887886375	0.0344929763333333	0.01930625130875	0.0151058123513158	0.0021340393	0.0021356024	0.0021790688	0.0279310957	0.0081954189	0.0069173438
SLC13A5	0.028290297373262	0.0104941456	0.0516411544909091	0.0171167722	0.0364422483014206	0.0086473131562693	0	0.0030750307503075	0.00706713780918728	0.0018516104	0.0005911554	0.0066940744	0.0591685908	0.0842816766	1704	1619	1619	1473	1626	566	17	0.0271772699197035	0	0	0.00615665152857143	0.00644581124444444	0.012321097745	0.0533555875458333	0.0278355623425	0.0210967364381579	0.0023461682	0.0027409575	0.0040393498	0.0310287404	0.0116083093	0.0091825254
SLC14A1	0.0279887580647059	0.0127623972	0.0336047761641711	0.017141247	0.0326388888888889	0.0222222222222222	0.00833333333333333	0.00745650372825186	0.00696055684454756	0.0045689412	0.0045107799	0.004557838	0.0284026339	0.0437774366	1320	1440	1440	1175	1207	431	18	0.0138888888888889	0	0	0.00415102147142857	0.00504680612222222	0.01370926686	0.0447960429090909	0.0257661213461538	0.0225774365144737	0.0045659669	0.0044929078	0.0045989151	0.035155563	0.0124346369	0.0102034031
SLC15A1	0.0353070186675676	0.0166387562	0.0686381526059459	0.0315216861	0.0344827586206897	0.0135841170323929	0.00365726227795193	0.0151278038601982	0.00276243093922652	0.0055028238	0.0004914899	0.004926612	0.0337898936	0.0646262633	2115	1914	1914	1914	1917	1086	13	0.0214211076280042	0	0	0.00597383021428571	0.00596847593333333	0.015538990945	0.0501559495666667	0.0318409805525	0.0309200648888889	0.0031407728	0.0043881795	0.0053742324	0.037845171	0.0150521854	0.0133987268
SLC15A2	0.019269752392973	0.0067998501	0.0280693996178378	0.0117309407	0.027171276079573	0.00339640950994663	0.00339640950994663	0.0041515308770109	0.00464037122969838	0.0023415015	0.0004653633	0.0009385053	0.0383843431	0.0312736372	2187	2061	2061	1913	1927	1293	3	0.0169820475497331	0	0	0.00243924588571429	0.00281881247777778	0.00663630284210526	0.0376915708083333	0.0190413528679487	0.0139584331236842	0.0009200979	0.0018356509	0.0023040709	0.0276652171	0.0075188356	0.0059544734
SLC16A10	0.0217403610118644	0.0066707429	0.0367731927531073	0.0114015683	0.0245338567222767	0.00588812561334642	0.00490677134445535	0.00277520814061055	0.00536193029490617	0.0007199179	0.0007384961	0.0021632956	0.0441880697	0.0308166699	1365	1019	1019	972	1081	373	6	0.0166830225711482	0	0	0.00146834145714286	0.00210668337777778	0.0106634549736842	0.038525230075	0.0209431813	0.0193998365378788	0.0007326229	0.0007328269	0.001792081	0.0274117187	0.0064738181	0.0067751062
SLC16A4	0.025146463559116	0.0094169407	0.042389411919337	0.0167762827	0.0246666666666667	0.008	0.002	0.0117322291235335	0	0.0023989597	0.0021551855	2.3018e-06	0.0471101518	0.0399980659	1452	1500	1500	1368	1449	326	1	0.012	0	0	0.0012520257	0.00167265237777778	0.0092629019525	0.0364621504833333	0.021687767115	0.0220523730131579	0.0010553237	0.0010557666	0.0021152045	0.0253571388	0.009457539	0.007691142
SLC16A7	0.0313829110848649	0.0109871914	0.0576994034675676	0.0240160709	0.0320102432778489	0.00512163892445583	0.0057618437900128	0.00662800331400166	0.00819672131147541	2.3629e-06	0.0007305657	0.0066207169	0.0565083796	0.0493345983	1431	1562	1562	1288	1207	244	12	0.0192061459667093	0	0	0.00252794501428571	0.00283418371111111	0.015159676245	0.0603747919833333	0.032088948015	0.0282508558432432	0.0007034386	0.0007037947	0.0041273418	0.0368396139	0.0117249485	0.0101616507
SLC17A5	0.0266421457854749	0.0092696435	0.0283773990575419	0.0123249372	0.0207006369426752	0.00636942675159236	0.00636942675159236	0.0127388535031847	0.00530503978779841	2.0933e-06	0.0028094267	0.0061192115	0.0413564228	0.0194584694	1485	1256	1256	1256	1256	754	6	0.0119426751592357	0	0	0.00210599014	0.00335275145714286	0.0100422383735294	0.0525397874	0.0255408826864865	0.0191162080138889	0.0013451889	0.0006764367	0.0020721852	0.0373009804	0.0082801047	0.0075407757
SLC17A6	0.014755269986631	0.0053889765	0.00479670738235294	0.0031154616	0.0218538055764883	0.00376789751318764	0.00301431801055011	0.00678221552373775	0.00770547945205479	2.4609e-06	2.6455e-06	2.5324e-06	0.0195038373	0.0202614222	1746	1327	1327	1327	1327	1168	11	0.014318010550113	0	0	0.00174043884285714	0.00170201531111111	0.00513942656	0.0392219905916667	0.01747065325	0.0101906971565789	0.0005729215	0.0011565629	0.002329973	0.0239046193	0.0061485387	0.0040907585
SLC17A8	0.0216283690940541	0.0077593745	0.019795954552973	0.0086195418	0.0201377848436672	0.0116587175410705	0.00529941706412295	0.00953778429933969	0.00484652665589661	0.0044118789	0.0025117625	0.0031501586	0.0354001728	0.0354582426	1767	1887	1887	1324	1363	619	12	0.0100688924218336	0	0	0.00308571057142857	0.00335203795555556	0.00943903342368421	0.0417683711458333	0.0214034220064103	0.0150994772418919	0.0028356056	0.0034133317	0.0028823553	0.0346639008	0.0077953645	0.0065114192
SLC18A1	0.0249347735877005	0.0101598209	0.0331656216497326	0.0144805499	0.0547327752736639	0.0180296200901481	0.00643915003219575	0.00826446280991736	0.008	0.0045160531	0.0012513387	0.0090877567	0.0293890906	0.0384793584	1575	1553	1553	1340	1331	125	8	0.0315518351577592	0	0	0.00449634108	0.00608735184285714	0.0133562911710526	0.0397023714583333	0.0264596142307692	0.0182273560881579	0.0044784487	0.0034574844	0.004538833	0.0283197077	0.0095733662	0.008073388
SLC18A2	0.0219368498550802	0.0085014048	0.0225780525834225	0.0099871909	0.0281786941580756	0.00756013745704467	0.0013745704467354	0	0.00813008130081301	0.0013048521	2.9477e-06	0.0013714978	0.0286823575	0.0449150052	1551	1455	1455	1455	1328	246	10	0.0192439862542955	0	0	0.00261654377142857	0.00349900055555556	0.0084485024375	0.0345931945666667	0.01990656016	0.0200179127972973	0.0012992582	0.0013037766	0.0026579313	0.0249605194	0.0089538689	0.0081965591
SLC18B1	0.0276500157481081	0.0121120354	0.0308649277751351	0.0128878197	0.0372720063441713	0.0150674068199841	0.00317208564631245	0.00949367088607595	0.00350262697022767	0.0008083159	0.0008133693	0.0067533861	0.0394439408	0.0386366675	1326	1261	1261	1261	1264	571	6	0.0222045995241872	0	0	0.00293981368571429	0.00381409592222222	0.0108451611825	0.0512731082083333	0.02639811564125	0.0218905292805556	0.0011453894	0.0015080772	0.0036697509	0.0395235588	0.011733407	0.0085087598
SLC19A2	0.0206327765625668	0.0080183941	0.0207632350486631	0.0086840886	0.0318690783807063	0.00775193798449612	0	0.00945017182130584	0.00679611650485437	0.0013342232	2.2767e-06	0.0026499946	0.0420312564	0.0428520606	1482	1161	1161	1161	1164	1030	1	0.020671834625323	0	0	0.00203432514285714	0.00233592975555556	0.0069530577175	0.0355453996833333	0.01815482353625	0.0216423559013513	0.0013515764	0.0013519942	0.0020353265	0.0304680767	0.0074363868	0.0079629593
SLC1A1	0.0219162034530055	0.009213289	0.032260317326776	0.0138695107	0.0296695886716116	0.00606877950101146	0.00202292650033715	0	0.0026246719160105	0.0033600721	0.0013532438	0.0026911466	0.0478092211	0.0411540035	1479	1483	1483	1306	1234	381	9	0.0195549561699258	0	0	0.00330539285714286	0.0043025229	0.0087678121425	0.0385306796727273	0.0210539313346154	0.0181315635555556	0.0020346611	0.0020969732	0.0028640808	0.0251832082	0.0095834938	0.0065988272
SLC1A2	0.0189638989358289	0.0066228555	0.00937918413636364	0.0031581211	0.02368573079145	0.00462160600808781	0.00404390525707683	0.00850546780072904	0	0.0026052052	0.0005701638	0.0034450412	0.0256518859	0.022295624	1704	1731	1731	1636	1646	169	11	0.00924321201617562	0	0	0.00279237065714286	0.00309369341111111	0.014243304265	0.0309261225166667	0.02106752229875	0.013846154427027	0.00116556	0.0028034622	0.0026945175	0.0222118342	0.0081302552	0.0052143802
SLC1A3	0.0177647104637838	0.0066379782	0.0108628200297297	0.0038790328	0.0304375396322131	0.00634115409004439	0.00380469245402663	0.00241351568785197	0.0102389078498294	0.0006166795	2.4581e-06	0.0037710495	0.0345835597	0.034164409	1626	1577	1577	1243	1243	293	5	0.0183893468611287	0	0	0.00202747958571429	0.00275129377777778	0.0077607435525	0.0300822019458333	0.017361727415	0.0180027872662162	0.0012310183	0.0018413843	0.0024817837	0.0223493542	0.0074400931	0.0057146202
SLC1A4	0.024884096072067	0.0103355926	0.0235276271117318	0.0096193776	0.022700119474313	0.004778972520908	0.00597371565113501	0.010752688172043	0	0.001904098	0.0006378204	0.0018866963	0.0393823136	0.0421713886	1584	837	837	837	837	230	2	0.00716845878136201	0	0	0.00272160818571429	0.00330525798888889	0.010265093585	0.0439107279791667	0.0261499407025	0.0194206743691176	0.001389291	0.0019024978	0.0028505054	0.0293990385	0.0112051574	0.0083487493
SLC1A7	0.0222175578834225	0.0095289782	0.0165510042026738	0.0074489812	0.0443942814145974	0.0112866817155756	0.00451467268623025	0.0135746606334842	0.0033003300330033	0.0035864188	0.0023550613	0.0059426752	0.0444654861	0.0451159571	1680	1329	1329	1506	1326	303	1	0.0240782543265613	0	0	0.00377821938571429	0.00415259302222222	0.0104209240025	0.0393627759083333	0.0233902362675	0.0180253511905405	0.0023507832	0.0036088213	0.0038867884	0.0267172379	0.0118817161	0.0073554236
SLC20A1	0.018751492759893	0.0065697401	0.0199195197433155	0.0073566277	0.0152477763659466	0.00635324015247776	0.00317662007623888	0.00626174076393237	0.0103092783505155	0.0015058779	0.0005088303	0.0027292297	0.0274291435	0.0221186059	1989	1574	1574	1544	1597	97	2	0.0101651842439644	0	0	0.00197652427142857	0.00249594984444444	0.00669477704	0.0306078098666667	0.016780143145	0.0165269911434211	0.0015132806	0.0020185362	0.002563246	0.0210722444	0.0067738268	0.0051122821
