mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event
SESN3	0.0163955161859459	0.0043559107	0.00978289604054054	0.0028995183	0.0144596651445967	0	0.0030441400304414	0.00684931506849315	0.000952380952380952	0.0021708083	0.0016644432	0.0014855364	0.0251993523	0.0138164148	1398	1314	1314	1314	1314	1050	11	0.0076103500761035	0	0
SESTD1	0.0123976957951351	0.0038558288	0.00155582567189189	2.5089e-06	0.0172955974842767	0.00157232704402516	0.00157232704402516	0.00905432595573441	0.00167224080267559	0.0010455552	0.0005268801	NA	0.0326265248	0.0170746632	2088	1908	1908	1906	1988	1196	2	0.00890985324947589	0	0
SETBP1	0.0215738608415205	0.0077160406	0.0143577308064327	0.004491648	0.029012203545936	0.00874971218052038	0.00230255583697905	0.00813386009760632	0.00743227043874371	0.0017751092	0.0007607419	0.0030466986	0.0407900733	0.0410902728	4632	4343	4343	4343	4303	4171	18	0.0195717246143219	0	0
SETD2	0.0168450596413408	0.0062564794	0.0188871041905028	0.0074828174	0.0221476510067114	0.00429530201342282	0.00134228187919463	0.00540394487976223	0.00435273254876673	0.0019043552	0.0005316372	0.0039258428	0.0311627355	0.0178309834	7617	7450	7450	7631	7402	6203	3	0.0146308724832215	0.000134228187919463	1
SETD3	0.0229943756952381	0.0093165054	0.0210965648433862	0.0064973063	0.0270114942528736	0.00459770114942529	0.00114942528735632	0.00975927130774236	0.0020746887966805	0.002356396	0.0017550316	0.0023678442	0.0239475292	0.0354178011	1782	1740	1740	1460	1537	482	14	0.0172413793103448	0	0
SETD5	0.0136873243756614	0.0038804982	0.0144428674650794	0.0036842088	0.0177364864864865	0.00443412162162162	0.00190033783783784	0.00216041047799082	0.000912686340127776	0.0016192122	0.0011707523	0.00191639	0.0147940253	0.0146362161	4350	4736	4736	3880	3703	3287	3	0.0118243243243243	0.000211148648648649	1
SETD6	0.022505160632	0.0093555919	0.0235256387651429	0.0097809936	0.0281967213114754	0.0104918032786885	0.0039344262295082	0.00579150579150579	0	0.0039726512	0.002875846	0.0057267227	0.0403106769	0.033567786	1293	1525	1525	1121	1554	428	16	0.0163934426229508	0	0
SETD7	0.019151815624581	0.0076775325	0.00827990894581006	0.0031589688	0.0249433106575964	0.00680272108843537	0.00453514739229025	0.00909090909090909	0.00797872340425532	0.0009178323	0.0009179368	0.0018562885	0.0379247059	0.0374466149	1098	882	882	894	880	376	4	0.0113378684807256	0	0
SETDB1	0.0160135006409836	0.005335071	0.0117596388306011	0.0039630555	0.017890520694259	0.00267022696929239	0.000267022696929239	0.00422275006598047	0.00397877984084881	0.0005170783	0.0005188581	0.0009571315	0.0212188391	0.0274975831	3855	3745	3745	3747	3789	754	1	0.0125500667556742	0	0
SETDB2	0.0246061367465241	0.0077760284	0.0349195979106952	0.0130957561	0.018756169792695	0.00444225074037512	0.00394866732477789	0	0.00249376558603491	0.0014492483	2.3816e-06	0.002424669	0.0573355671	0.0359443469	2115	2026	2026	2026	1960	401	13	0.0108588351431392	0	0
SETX	0.0324882926808743	0.0114789881	0.0395783998923497	0.0154011899	0.0234290357529794	0.00812567713976165	0.00243770314192849	0.00378736642770188	0.00942782834850455	0.0035692052	0.000511756	0.0048238087	0.0310045124	0.0493086771	8034	7384	7384	7426	7393	6152	9	0.0128656554712893	0	0
SF1	0.0153299074508108	0.005631097	0.00165634168918919	2.0497e-06	0.0176192522561238	0.00214868929952729	0.000429737859905458	0	0.00202020202020202	0.0021606968	2.3046e-06	0.0033021179	0.01968628	0.0217789591	1503	2327	2327	2240	1760	990	11	0.00988397077782553	0	0
SF3A3	0.0130416850243243	0.0052295689	0.000991627763243243	2.0511e-06	0.00891632373113855	0.00480109739368999	0.00274348422496571	0.00683994528043776	0.0026281208935611	0.0007109516	2.2981e-06	0.0038720329	0.0276033561	0.0364516971	1503	1458	1458	1332	1462	761	1	0.00617283950617284	0	0
SF3B1	0.0106394144944134	0.0035874405	0.000153049518435754	0	0.0110943015632879	0.00302571860816944	0.00226928895612708	0.00558065373372309	0.00310146211785556	0.0015923185	2.0177e-06	0.0028271646	0.0178439208	0.0121080778	3912	3966	3966	3728	3763	2257	2	0.00655572365103379	0.000504286434694907	2
SF3B3	0.0138683463650794	0.0054251042	0.000208845857142857	0	0.0133410672853828	0.00348027842227378	0.000870069605568445	0.00232355503920999	0.0055045871559633	0.0016743713	0.0003326146	0.0013815954	0.0227324194	0.0286965575	3651	3448	3448	3443	3443	2180	16	0.00870069605568445	0	0
SFMBT1	0.0177759681005405	0.0062589631	0.0138884149081081	0.0046591543	0.0213464696223317	0.0028735632183908	0.00164203612479475	0.00784151877837392	0.00443458980044346	0.0012199685	0.0004058123	0.0047081612	0.0387063581	0.0268500407	2598	2436	2436	2432	2423	1353	3	0.0123152709359606	0	0
SFR1	0.0293837278748663	0.0080635993	0.0411828628770054	0.0114079632	0.0281425891181989	0.0131332082551595	0.00375234521575985	0	0.00576923076923077	0.0030097044	0.0015017105	0.0045260398	0.1005787358	0.048173703	696	533	533	533	752	520	10	0.024390243902439	0	0
SFRP2	0.0137565801059459	0.0054635191	0.00350095220162162	2.4439e-06	0.0493827160493827	0.0123456790123457	0	0.0123456790123457	0	0.0042262472	0.0056393125	0.0056367329	0.0215566548	0.0365254773	882	81	81	81	81	376	4	0.037037037037037	0	0
SFSWAP	0.027341873026257	0.0115582026	0.0204307177452514	0.0093636934	0.0372670807453416	0.0124223602484472	0.00438436244062843	0.00664942741041744	0.00858778625954199	0.0017901741	0.0014215571	0.0041067945	0.021974182	0.050554442	2817	2737	2737	2728	2707	1048	12	0.0171720862257947	0	0
SFXN1	0.0262933377812834	0.0099015812	0.0169599181106952	0.0059310932	0.0357142857142857	0.00892857142857143	0.0111607142857143	0.0135900339750849	0.00237529691211401	2.5989e-06	0.0013739362	0.0021560025	0.0292312141	0.017358076	966	896	896	881	883	421	5	0.0189732142857143	0	0
SFXN5	0.0146932679502732	0.0071979865	0.00495277199289617	2.8374e-06	0.0318840579710145	0.00652173913043478	0.00144927536231884	0.00553709856035437	0.00998573466476462	0.0013243014	2.4511e-06	0.0019857815	0.0220409142	0.029264742	1020	1380	1380	1128	903	701	2	0.0202898550724638	0	0
SGCB	0.0209912460389189	0.0080661668	0.00905671694594595	0.0043021758	0.0239043824701195	0	0	0.00694444444444444	0.00277777777777778	0.0024065727	2.0881e-06	0.0047153978	0.0641313231	0.0377316978	891	753	753	720	720	720	4	0.0146082337317397	0	0
SGCE	0.0152586490952381	0.0054791361	0.00596017142962963	0.0026225652	0.0233585858585859	0.00757575757575758	0.000631313131313131	0.00352360817477097	0	0.0007784606	0.0007778655	0.003156252	0.0346473333	0.0101801081	1320	1584	1584	1379	1419	285	7	0.0157828282828283	0	0
SGCG	0.0271992699502674	0.0107791852	0.026015919155615	0.0112578593	0.0399543378995434	0.0182648401826484	0.00570776255707763	0.0212765957446809	0.0107334525939177	0.0023429518	0.0011574133	0.0093834559	0.0422588851	0.0262627921	873	876	876	702	705	559	13	0.021689497716895	0	0
SGIP1	0.0154593971183784	0.0048646655	0.00884642227405405	0.0032201634	0.0267338240991864	0.00891127469972879	0.00271212708252615	0.00558213716108453	0.00481540930979133	0.0008926762	0.0008357557	0.0019964151	0.0209367724	0.0255411736	2412	2581	2581	2580	2508	623	1	0.0162727624951569	0.000387446726075165	1
SGMS2	0.0239247554604278	0.0079066159	0.0153401334411765	0.0048854191	0.0273348519362187	0	0.00683371298405467	0.00683371298405467	0.00649350649350649	2.0946e-06	0.0010323235	0.0010310574	0.0520576029	0.0303262549	1095	439	439	439	439	154	4	0.0227790432801822	0	0
SGPL1	0.0212334828690608	0.0081493994	0.020077250301105	0.0080413821	0.0253082414016872	0.00648929266709929	0.00259571706683971	0.00584795321637427	0.00196078431372549	0.0022944001	3.163e-06	0.0023489962	0.0347626469	0.036280519	1704	1541	1541	1539	1539	1020	10	0.0155743024010383	0	0
SGSM1	0.0242341864468571	0.0097024984	0.0170888883645714	0.0071006066	0.033842467804732	0.00958370769691524	0.00479185384845762	0.0137765798143157	0.00542168674698795	0.0020127062	0.0008056519	0.0025913642	0.0327761087	0.0248720066	3333	3339	3339	3339	3339	1660	22	0.0188679245283019	0	0
SGTB	0.0115544895546448	0.0035571754	0.0051154918568306	2.8406e-06	0.0157575757575758	0.00606060606060606	0	0.0133657351154313	0.0101694915254237	0.002229397	2.1986e-06	0.0011128916	0.0418464123	0.018113741	912	825	825	825	823	295	5	0.00848484848484849	0	0
SH2D3C	0.0235251451442623	0.0102984961	0.0239290430715847	0.0100107466	0.0298396120850429	0.00969787392763894	0.00223797090637822	0.00935374149659864	0.00821596244131455	0.002540675	0.0007880367	0.0034548895	0.0352696358	0.0422838903	2577	2681	2681	2741	2352	852	9	0.0179037672510257	0	0
SH2D4A	0.0308444568185792	0.0124018138	0.0343700583071038	0.0147881779	0.0430894308943089	0.0146341463414634	0.0130081300813008	0.0120967741935484	0.00518134715025907	0.0086697806	0.0007444248	0.0093354014	0.0321680947	0.0711316836	1350	1230	1230	1091	992	193	8	0.0227642276422764	0	0
SH2D4B	0.0276567883955307	0.0104593781	0.0236191192039106	0.0103236403	0.0576923076923077	0.0101214574898785	0.00708502024291498	0.00846153846153846	0.00903614457831325	0.0030321045	0.0020628317	0.0030832013	0.0447107188	0.0416202781	984	988	988	804	1300	332	10	0.0303643724696356	0.00101214574898785	1
SH3BP5	0.0254386362085561	0.0100343761	0.0190431680005348	0.0063669643	0.0252672497570457	0.00777453838678328	0.00291545189504373	0.0138888888888889	0.0240112994350282	0.0020943707	2.3423e-06	0.0009923496	0.0365117984	0.0299846558	1218	1029	1029	1062	1296	708	3	0.0155490767735666	0	0
SH3D19	0.0248937162481081	0.0092755166	0.0294710486675676	0.0130798552	0.0269348789635186	0.00750085236958745	0.00409137401977497	0.00979153506001263	0.00801832760595647	0.002238764	2.1213e-06	0.0038070869	0.0389732823	0.0320807702	2361	2933	2933	2933	3166	873	4	0.0177292874190249	0	0
SH3GL2	0.0154674002605405	0.0054898159	0.00439456058540541	2.5424e-06	0.0196560196560197	0.00614250614250614	0.00122850122850123	0.0122850122850123	0.00246913580246914	0.0010537856	2.6452e-06	0.0010877713	0.0250838571	0.0166899239	951	814	814	814	814	405	9	0.00982800982800983	0	0
SH3GLB1	0.0114063724915344	0.0040621095	0.00958547883756614	0.0032553955	0.018348623853211	0.00250208507089241	0.00166805671392827	0.00996376811594203	0.00253164556962025	3.0433e-06	0.0017559003	0.0008741947	0.0275661897	0.0209936229	1170	1199	1199	1029	1104	395	1	0.0141784820683903	0	0
SH3KBP1	0.0161455129370166	0.0062773816	0.0100958739044199	0.0041707554	0.0269016697588126	0.00371057513914657	0.000927643784786642	0.00479846449136276	0.00563063063063063	2.8025e-06	0.0006312099	0.0022057746	0.0251123499	0.0185782179	1827	2156	2156	2084	2084	888	X	0.0176252319109462	0	0
SH3RF2	0.0293101755572973	0.0106430692	0.0267400304032432	0.0102402261	0.0396825396825397	0.0150375939849624	0.0050125313283208	0.00836470096194061	0.0119156736938588	0.004809664	0.001613256	0.0045466134	0.0414992409	0.040707275	2196	2394	2394	2350	2391	1091	5	0.0221386800334169	0	0
SH3TC2	0.0246268924469613	0.00910906	0.0264870799922652	0.0099566571	0.0370185092546273	0.0107553776888444	0.00250125062531266	0.0109275053304904	0.00263157894736842	0.0025834423	0.000514705	0.0041963549	0.0457557073	0.036691105	3867	3998	3998	3623	3752	380	5	0.0205102551275638	0	0
SH3YL1	0.0302385215206704	0.0118913325	0.0233522146223464	0.0089136237	0.0337711069418387	0.0121951219512195	0.00375234521575985	0.00718562874251497	0.0104166666666667	0.0019953153	0.0019776622	0.0020114843	0.0320997318	0.1224550081	1026	1066	1066	837	835	192	2	0.0196998123827392	0	0
SHC3	0.0251225515844311	0.0099228518	0.0249404640449102	0.0096105009	0.0253807106598985	0.011844331641286	0.00423011844331641	0.00385802469135802	0.00955414012738853	0.0027259912	0.0015370477	0.0064849858	0.0282686755	0.0427593648	1314	1182	1182	1275	1296	314	9	0.0135363790186125	0	0
SHC4	0.0237906281281081	0.0085887042	0.0271857800313514	0.0088307259	0.0295138888888889	0.0138888888888889	0.00347222222222222	0.00701754385964912	0.00943396226415094	0.0020145293	0.0005808444	0.0034224634	0.0446376731	0.0473687249	1890	1152	1152	1152	1140	1060	15	0.015625	0	0
SHE	0.0278441276292994	0.0118901698	0.0239981492426752	0.0118412441	0.0216138328530259	0.00432276657060519	0.00288184438040346	0.0125962211336599	0	0.0033695936	2.4997e-06	0.0033731204	0.0406730609	0.0649358904	1338	1388	1388	1334	1429	127	1	0.010806916426513	0	0
SHF	0.0153676646351955	0.0050553981	0.0108118861083799	2.7679e-06	0.0206067544361763	0.00515168860904408	0.00400686891814539	0.00153727901614143	0	0.0015560553	2.0397e-06	0.001438423	0.0044068412	0.0176101487	717	1747	1747	1725	1301	142	15	0.0114481969089868	0	0
SHMT1	0.025580052347027	0.011718428	0.0213046956421622	0.0091457078	0.0261337432744043	0.00461183704842429	0.00384319754035357	0.00311769290724864	0.0043859649122807	0.0014996444	0.0007350583	0.0034008553	0.0189856775	0.0504509634	1452	1301	1301	1301	1283	228	17	0.0153727901614143	0	0
SHOC2	0.00887780973368984	0.0025181937	0.00262397885240642	2.1221e-06	0.0147138964577657	0.00326975476839237	0.00108991825613079	0	0.00528401585204756	0.000577789	0.0005782266	2.8158e-06	0.0286889245	0.0133944396	1746	1835	1835	1774	1767	1514	10	0.00926430517711172	0	0
SHPRH	0.0215336310069519	0.0067465308	0.0248477162828877	0.0082618625	0.0186507936507937	0.00734126984126984	0.00277777777777778	0.00562474889513861	0.00667408231368187	0.0029359907	0.0006117342	0.0025379122	0.0388695985	0.0230315351	5055	5040	5040	5300	4978	2697	6	0.0113095238095238	0.000198412698412698	1
SHQ1	0.0318276521697297	0.0118560384	0.0425874338724324	0.0181815279	0.028393966282165	0.00976042590949423	0.00443655723158829	0.0159817351598174	0.00687285223367698	0.0037294046	2.507e-06	0.0084163285	0.050806207	0.0534418804	1707	1127	1127	1112	1752	291	3	0.0177462289263531	0	0
SHROOM4	0.0265945337350283	0.0085453681	0.0317050575073446	0.0113926266	0.0186408683341199	0.00377536573855592	0.00330344502123643	0.00344149459193707	0.00413223140495868	0.0025768133	0.0007129023	0.0035099504	0.0325246417	0.0541580454	4434	4238	4238	4240	4068	484	X	0.00896649362907032	0	0
SIAE	0.0322236035459459	0.0122438259	0.0530521617308108	0.0224181898	0.0367118914604948	0.00558659217877095	0.00798084596967279	0.0106307583274274	0.0136054421768707	0.0039414342	0.0015012375	0.0017633463	0.0508254518	0.0642740433	1548	1253	1253	1253	1411	294	11	0.0175578611332801	0	0
SIDT1	0.0184835216173653	0.0079107729	0.0163969715766467	0.0064859855	0.0370207139709123	0.00793301013662406	0.00572939620978405	0.0102711585866886	0.00958772770853308	0.0029891844	0.0008082239	0.0034476127	0.0272156536	0.0384795353	2442	2269	2269	2221	2434	1043	3	0.0207139709122962	0	0
SIK2	0.0237864069163842	0.0081196433	0.0185397064514124	0.0069173722	0.0188866799204771	0.00497017892644135	0.00099403578528827	0.00418250950570342	0.0109519797809604	2.0936e-06	0.0007907669	0.0010871046	0.0407412061	0.0543393019	2712	2012	2012	2012	2630	1187	11	0.0124254473161034	0	0
SIK3	0.0177742365860963	0.0064049658	0.0140191232491979	0.0054118347	0.0289335246293639	0.00573888091822095	0.00286944045911047	0.00480653689017063	0.00498753117206983	0.0008530475	0.0002970331	0.0027165668	0.028890681	0.0311620722	3750	4182	4182	4167	4161	1203	11	0.0181731229076997	0	0
SIKE1	0.0126205883607735	0.0056235595	0.00763741548287293	0.0038988616	0.016793893129771	0.00610687022900763	0.00458015267175573	0	0.00454545454545455	0.0065084281	3.0875e-06	0.0058022816	0.0280571441	0.0118814463	621	655	655	363	363	220	1	0.0106870229007634	0	0
SIL1	0.0231227781248619	0.0097298981	0.0202788306469613	0.0086169061	0.0329380764163373	0.00988142292490119	0.00658761528326746	0.00427350427350427	0.00279329608938547	0.0032444215	0.0039222446	NA	0.034248218	0.0397779883	1362	1518	1518	1039	936	716	5	0.0204216073781291	0	0
SIM1	0.0164436816743316	0.0064970715	0.00702662025882353	0.0029788711	0.0258397932816537	0.00193798449612403	0.00322997416020672	0.00398936170212766	0.00748129675810474	0.0004154623	0.0004367836	0.0012118973	0.0178743181	0.0215818204	2298	1548	1548	1496	1504	802	6	0.0167958656330749	0	0
SIN3A	0.0146242566294118	0.0048808117	0.00278794403850267	0.0009446346	0.016856846473029	0.00233402489626556	0.00155601659751037	0.00163979229297622	0.00272267600155581	0.000780061	0.0005243364	0.0008380165	0.0228490846	0.0227153169	3822	3856	3856	3624	3659	2571	15	0.0114107883817427	0	0
SIPA1L1	0.0199755593065574	0.0076577489	0.00851115598579235	0.0031731168	0.0210001779676099	0.00569496351663997	0.00231357892863499	0.005	0.0127774041694687	0.002075704	0.0007383629	0.0020217825	0.0296346984	0.0332855646	5409	5619	5619	5573	5600	1487	14	0.0117458622530699	0	0
SIPA1L2	0.0263506330216216	0.0118946743	0.0146156773583784	0.0063423977	0.0333763599483681	0.00811359026369168	0.00442559468928637	0.0214869747100209	0.00985065141404512	0.0030293854	0.0006333985	0.0031674295	0.0367025214	0.0459740526	5160	5423	5423	5291	5259	3147	1	0.0184399778720266	0.000184399778720266	1
SIRT1	0.0152977656798883	0.0056858054	0.0145509156458101	0.0057746595	0.0188008130081301	0.0040650406504065	0.00152439024390244	0.00205128205128205	0	0.0006261833	2.5191e-06	0.0006261015	0.0302437189	0.0172818036	1668	1968	1968	1968	1950	488	10	0.0106707317073171	0	0
SIRT5	0.0255462306259259	0.0107586041	0.029574932384127	0.012876323	0.0379098360655738	0.00819672131147541	0.00717213114754098	0.0145739910313901	0.00584795321637427	0.0043112192	0.0021457147	0.0035270512	0.0512150306	0.0374840547	930	976	976	892	892	342	6	0.0204918032786885	0	0
SIX4	0.0145487125443787	0.0048577772	0.0117917257733728	0.003957969	0.0219198790627362	0.00377928949357521	0.0018896447467876	0.00439698492462312	0.00117924528301887	0.0013330666	NA	0.0044823255	0.0209742281	0.0222871469	2274	2646	2646	2657	1592	848	14	0.0128495842781557	0	0
SKA1	0.0229352847798942	0.0078193667	0.034969603957672	0.0111414174	0.0280970625798212	0.00383141762452107	0.00255427841634738	0.00637958532695375	0.0102040816326531	0.0041471366	2.3502e-06	2.197e-06	0.0537679298	0.0794087892	756	783	783	630	627	98	18	0.0178799489144317	0	0
SKAP1	0.0224451427378531	0.0070591949	0.0308731738163842	0.011062715	0.0177339901477833	0.00788177339901478	0.00295566502463054	0.010689990281827	0.00578034682080925	0.0011013917	0.0030059287	0.0013892486	0.0237238329	0.0221970396	1008	1015	1015	1015	1029	173	17	0.00985221674876847	0	0
SKAP2	0.016554513332973	0.0056794808	0.0209069163772973	0.0094792321	0.0170511534603811	0.0110330992978937	0.00200601805416249	0.00491159135559921	0.00602409638554217	0.0009405407	2.7548e-06	0.0018871669	0.0368180045	0.010553496	1077	997	997	996	1018	166	7	0.0120361083249749	0	0
SKIL	0.0216117441915344	0.0063604274	0.0197542901433862	0.0065642801	0.0188778185631883	0.00367068694284216	0.00367068694284216	0.00932642487046632	0.0115273775216138	0.0036072108	0.0015416325	0.0021850412	0.0426304986	0.0471885446	2049	1907	1907	2147	1930	1388	3	0.0115364446775039	0	0
SKIV2L2	0.0150139816441989	0.0048993945	0.0111580509281768	0.0020123294	0.0185064935064935	0.00292207792207792	0.0012987012987013	0.00713800135961931	0.0048886474741988	0.0010000897	0.0003344594	0.0003615528	0.0441426639	0.0168923477	3126	3080	3080	2942	2942	1841	5	0.0107142857142857	0	0
